panelist_id,date,market,device_type,tenure_months,compliance_flag,hours_logged
80,2026-08-31,CDMX,Meter_Audio_v1,7,1,6.6
80,2026-09-01,CDMX,Meter_Audio_v1,7,1,14.0
81,2026-08-12,Tijuana,Meter_v3,4,1,11.6
81,2026-08-13,Tijuana,Meter_v3,4,1,7.8
81,2026-08-14,Tijuana,Meter_v3,4,1,13.0
81,2026-08-15,Tijuana,Meter_v3,4,0,2.2
81,2026-08-16,Tijuana,Meter_v3,4,1,14.9
81,2026-08-17,Tijuana,Meter_v3,4,1,13.7
81,2026-08-18,Tijuana,Meter_v3,4,1,6.7
81,2026-08-19,Tijuana,Meter_v3,4,1,7.3
81,2026-08-20,Tijuana,Meter_v3,4,1,8.8
81,2026-08-21,Tijuana,Meter_v3,4,1,6.7
81,2026-08-22,Tijuana,Meter_v3,4,1,8.9
81,2026-08-23,Tijuana,Meter_v3,4,1,11.7
81,2026-08-24,Tijuana,Meter_v3,4,1,6.4
81,2026-08-25,Tijuana,Meter_v3,4,1,12.0
81,2026-08-26,Tijuana,Meter_v3,4,1,8.9
81,2026-08-27,Tijuana,Meter_v3,4,1,9.6
81,2026-08-28,Tijuana,Meter_v3,4,1,13.5
81,2026-08-29,Tijuana,Meter_v3,4,1,9.8
81,2026-08-30,Tijuana,Meter_v3,4,1,11.6
81,2026-08-31,Tijuana,Meter_v3,4,1,12.3
81,2026-09-01,Tijuana,Meter_v3,4,1,7.2
82,2026-08-12,Monterrey,Meter_v2,10,1,11.7
82,2026-08-13,Monterrey,Meter_v2,10,1,14.4
82,2026-08-14,Monterrey,Meter_v2,10,1,7.0
82,2026-08-15,Monterrey,Meter_v2,10,1,7.1
82,2026-08-16,Monterrey,Meter_v2,10,1,10.2
82,2026-08-17,Monterrey,Meter_v2,10,1,13.4
82,2026-08-18,Monterrey,Meter_v2,10,1,13.0
82,2026-08-19,Monterrey,Meter_v2,10,0,0.2
82,2026-08-20,Monterrey,Meter_v2,10,1,14.0
82,2026-08-21,Monterrey,Meter_v2,10,1,13.9
82,2026-08-22,Monterrey,Meter_v2,10,1,14.2
82,2026-08-23,Monterrey,Meter_v2,10,1,7.2
82,2026-08-24,Monterrey,Meter_v2,10,1,13.4
82,2026-08-25,Monterrey,Meter_v2,10,1,12.9
82,2026-08-26,Monterrey,Meter_v2,10,1,9.7
82,2026-08-27,Monterrey,Meter_v2,10,1,13.5
82,2026-08-28,Monterrey,Meter_v2,10,0,2.6
82,2026-08-29,Monterrey,Meter_v2,10,1,6.2
82,2026-08-30,Monterrey,Meter_v2,10,1,8.1
82,2026-08-31,Monterrey,Meter_v2,10,0,0.3
82,2026-09-01,Monterrey,Meter_v2,10,1,12.4
83,2026-08-12,Guadalajara,Meter_v3,11,1,15.0
83,2026-08-13,Guadalajara,Meter_v3,11,1,12.1
83,2026-08-14,Guadalajara,Meter_v3,11,1,13.4
83,2026-08-15,Guadalajara,Meter_v3,11,1,11.6
83,2026-08-16,Guadalajara,Meter_v3,11,1,9.6
83,2026-08-17,Guadalajara,Meter_v3,11,1,13.1
83,2026-08-18,Guadalajara,Meter_v3,11,1,9.0
83,2026-08-19,Guadalajara,Meter_v3,11,1,6.4
83,2026-08-20,Guadalajara,Meter_v3,11,1,10.4
83,2026-08-21,Guadalajara,Meter_v3,11,0,0.9
83,2026-08-22,Guadalajara,Meter_v3,11,1,7.3
83,2026-08-23,Guadalajara,Meter_v3,11,1,8.5
83,2026-08-24,Guadalajara,Meter_v3,11,1,10.4
83,2026-08-25,Guadalajara,Meter_v3,11,1,8.4
83,2026-08-26,Guadalajara,Meter_v3,11,1,14.5
83,2026-08-27,Guadalajara,Meter_v3,11,1,10.7
83,2026-08-28,Guadalajara,Meter_v3,11,1,11.2
83,2026-08-29,Guadalajara,Meter_v3,11,1,14.4
83,2026-08-30,Guadalajara,Meter_v3,11,1,7.2
83,2026-08-31,Guadalajara,Meter_v3,11,1,11.8
83,2026-09-01,Guadalajara,Meter_v3,11,1,8.7
84,2026-08-12,CDMX,Meter_v3,27,1,9.5
84,2026-08-13,CDMX,Meter_v3,27,0,2.7
84,2026-08-14,CDMX,Meter_v3,27,1,12.9
84,2026-08-15,CDMX,Meter_v3,27,1,14.2
84,2026-08-16,CDMX,Meter_v3,27,1,13.2
84,2026-08-17,CDMX,Meter_v3,27,1,12.3
84,2026-08-18,CDMX,Meter_v3,27,1,12.5
84,2026-08-19,CDMX,Meter_v3,27,1,9.5
84,2026-08-20,CDMX,Meter_v3,27,1,14.8
84,2026-08-21,CDMX,Meter_v3,27,1,8.6
84,2026-08-22,CDMX,Meter_v3,27,0,2.6
84,2026-08-23,CDMX,Meter_v3,27,1,11.4
84,2026-08-24,CDMX,Meter_v3,27,1,6.1
84,2026-08-25,CDMX,Meter_v3,27,1,9.9
84,2026-08-26,CDMX,Meter_v3,27,1,9.9
84,2026-08-27,CDMX,Meter_v3,27,1,9.1
84,2026-08-28,CDMX,Meter_v3,27,1,8.0
84,2026-08-29,CDMX,Meter_v3,27,1,11.6
84,2026-08-30,CDMX,Meter_v3,27,1,12.2
84,2026-08-31,CDMX,Meter_v3,27,0,2.3
84,2026-09-01,CDMX,Meter_v3,27,1,13.5
85,2026-08-12,Monterrey,Meter_v2,29,1,6.5
85,2026-08-13,Monterrey,Meter_v2,29,1,14.7
85,2026-08-14,Monterrey,Meter_v2,29,1,13.7
85,2026-08-15,Monterrey,Meter_v2,29,1,6.6
85,2026-08-16,Monterrey,Meter_v2,29,1,10.5
85,2026-08-17,Monterrey,Meter_v2,29,1,10.9
85,2026-08-18,Monterrey,Meter_v2,29,0,0.7
85,2026-08-19,Monterrey,Meter_v2,29,1,7.6
85,2026-08-20,Monterrey,Meter_v2,29,1,13.8
85,2026-08-21,Monterrey,Meter_v2,29,1,9.3
85,2026-08-22,Monterrey,Meter_v2,29,1,8.8
85,2026-08-23,Monterrey,Meter_v2,29,1,14.9
85,2026-08-24,Monterrey,Meter_v2,29,1,8.0
85,2026-08-25,Monterrey,Meter_v2,29,1,11.8
85,2026-08-26,Monterrey,Meter_v2,29,1,8.2
85,2026-08-27,Monterrey,Meter_v2,29,1,6.6
85,2026-08-28,Monterrey,Meter_v2,29,1,8.6
85,2026-08-29,Monterrey,Meter_v2,29,1,14.8
85,2026-08-30,Monterrey,Meter_v2,29,1,9.0
85,2026-08-31,Monterrey,Meter_v2,29,0,1.7
85,2026-09-01,Monterrey,Meter_v2,29,1,8.4
86,2026-08-12,Puebla,Meter_Audio_v1,14,1,10.2
86,2026-08-13,Puebla,Meter_Audio_v1,14,1,14.2
86,2026-08-14,Puebla,Meter_Audio_v1,14,1,10.4
86,2026-08-15,Puebla,Meter_Audio_v1,14,1,8.7
86,2026-08-16,Puebla,Meter_Audio_v1,14,1,8.3
86,2026-08-17,Puebla,Meter_Audio_v1,14,1,8.6
86,2026-08-18,Puebla,Meter_Audio_v1,14,1,6.1
86,2026-08-19,Puebla,Meter_Audio_v1,14,1,12.7
86,2026-08-20,Puebla,Meter_Audio_v1,14,1,12.1
86,2026-08-21,Puebla,Meter_Audio_v1,14,1,9.3
86,2026-08-22,Puebla,Meter_Audio_v1,14,1,14.4
86,2026-08-23,Puebla,Meter_Audio_v1,14,1,10.7
86,2026-08-24,Puebla,Meter_Audio_v1,14,1,7.0
86,2026-08-25,Puebla,Meter_Audio_v1,14,1,8.6
86,2026-08-26,Puebla,Meter_Audio_v1,14,1,6.4
86,2026-08-27,Puebla,Meter_Audio_v1,14,1,9.5
86,2026-08-28,Puebla,Meter_Audio_v1,14,1,12.0
86,2026-08-29,Puebla,Meter_Audio_v1,14,1,8.7
86,2026-08-30,Puebla,Meter_Audio_v1,14,0,2.7
86,2026-08-31,Puebla,Meter_Audio_v1,14,1,8.8
86,2026-09-01,Puebla,Meter_Audio_v1,14,1,14.4
87,2026-08-12,Tijuana,Meter_Audio_v1,12,1,13.9
87,2026-08-13,Tijuana,Meter_Audio_v1,12,1,11.0
87,2026-08-14,Tijuana,Meter_Audio_v1,12,1,13.9
87,2026-08-15,Tijuana,Meter_Audio_v1,12,1,12.3
87,2026-08-16,Tijuana,Meter_Audio_v1,12,1,13.2
87,2026-08-17,Tijuana,Meter_Audio_v1,12,1,8.9
87,2026-08-18,Tijuana,Meter_Audio_v1,12,0,2.2
87,2026-08-19,Tijuana,Meter_Audio_v1,12,1,14.6
87,2026-08-20,Tijuana,Meter_Audio_v1,12,0,0.6
87,2026-08-21,Tijuana,Meter_Audio_v1,12,0,2.0
87,2026-08-22,Tijuana,Meter_Audio_v1,12,0,0.2
87,2026-08-23,Tijuana,Meter_Audio_v1,12,1,8.7
87,2026-08-24,Tijuana,Meter_Audio_v1,12,1,9.0
87,2026-08-25,Tijuana,Meter_Audio_v1,12,1,13.1
87,2026-08-26,Tijuana,Meter_Audio_v1,12,1,8.5
87,2026-08-27,Tijuana,Meter_Audio_v1,12,0,1.4
87,2026-08-28,Tijuana,Meter_Audio_v1,12,1,6.4
87,2026-08-29,Tijuana,Meter_Audio_v1,12,1,13.7
87,2026-08-30,Tijuana,Meter_Audio_v1,12,1,6.3
87,2026-08-31,Tijuana,Meter_Audio_v1,12,1,10.2
87,2026-09-01,Tijuana,Meter_Audio_v1,12,1,11.5
88,2026-08-12,Puebla,Meter_v3,28,0,1.3
88,2026-08-13,Puebla,Meter_v3,28,1,12.0
88,2026-08-14,Puebla,Meter_v3,28,1,6.9
88,2026-08-15,Puebla,Meter_v3,28,1,8.6
88,2026-08-16,Puebla,Meter_v3,28,1,13.4
88,2026-08-17,Puebla,Meter_v3,28,1,11.9
88,2026-08-18,Puebla,Meter_v3,28,1,11.4
88,2026-08-19,Puebla,Meter_v3,28,1,13.9
88,2026-08-20,Puebla,Meter_v3,28,1,6.7
88,2026-08-21,Puebla,Meter_v3,28,1,14.3
88,2026-08-22,Puebla,Meter_v3,28,1,11.0
88,2026-08-23,Puebla,Meter_v3,28,1,14.9
88,2026-08-24,Puebla,Meter_v3,28,1,10.3
88,2026-08-25,Puebla,Meter_v3,28,1,8.6
88,2026-08-26,Puebla,Meter_v3,28,1,12.3
88,2026-08-27,Puebla,Meter_v3,28,1,11.9
88,2026-08-28,Puebla,Meter_v3,28,1,8.8
88,2026-08-29,Puebla,Meter_v3,28,1,12.0
88,2026-08-30,Puebla,Meter_v3,28,1,11.2
88,2026-08-31,Puebla,Meter_v3,28,1,13.3
88,2026-09-01,Puebla,Meter_v3,28,1,13.2
89,2026-08-12,Guadalajara,Meter_v3,40,1,14.1
89,2026-08-13,Guadalajara,Meter_v3,40,0,2.8
89,2026-08-14,Guadalajara,Meter_v3,40,1,12.4
89,2026-08-15,Guadalajara,Meter_v3,40,1,6.1
89,2026-08-16,Guadalajara,Meter_v3,40,1,6.6
89,2026-08-17,Guadalajara,Meter_v3,40,1,6.8
89,2026-08-18,Guadalajara,Meter_v3,40,1,10.5
89,2026-08-19,Guadalajara,Meter_v3,40,1,6.8
89,2026-08-20,Guadalajara,Meter_v3,40,1,12.9
89,2026-08-21,Guadalajara,Meter_v3,40,0,0.6
89,2026-08-22,Guadalajara,Meter_v3,40,1,6.5
89,2026-08-23,Guadalajara,Meter_v3,40,0,0.8
89,2026-08-24,Guadalajara,Meter_v3,40,1,14.4
89,2026-08-25,Guadalajara,Meter_v3,40,1,10.6
89,2026-08-26,Guadalajara,Meter_v3,40,1,7.5
89,2026-08-27,Guadalajara,Meter_v3,40,1,10.1
89,2026-08-28,Guadalajara,Meter_v3,40,1,7.5
89,2026-08-29,Guadalajara,Meter_v3,40,1,10.2
89,2026-08-30,Guadalajara,Meter_v3,40,0,2.9
89,2026-08-31,Guadalajara,Meter_v3,40,1,11.1
89,2026-09-01,Guadalajara,Meter_v3,40,0,1.9
90,2026-08-12,Monterrey,Meter_v2,21,1,13.5
90,2026-08-13,Monterrey,Meter_v2,21,1,9.4
90,2026-08-14,Monterrey,Meter_v2,21,1,14.7
90,2026-08-15,Monterrey,Meter_v2,21,1,12.5
90,2026-08-16,Monterrey,Meter_v2,21,1,9.1
90,2026-08-17,Monterrey,Meter_v2,21,1,6.5
90,2026-08-18,Monterrey,Meter_v2,21,1,10.4
90,2026-08-19,Monterrey,Meter_v2,21,1,10.8
90,2026-08-20,Monterrey,Meter_v2,21,0,0.5
90,2026-08-21,Monterrey,Meter_v2,21,1,11.2
90,2026-08-22,Monterrey,Meter_v2,21,1,13.9
90,2026-08-23,Monterrey,Meter_v2,21,1,9.5
90,2026-08-24,Monterrey,Meter_v2,21,1,14.3
90,2026-08-25,Monterrey,Meter_v2,21,1,10.8
90,2026-08-26,Monterrey,Meter_v2,21,1,8.9
90,2026-08-27,Monterrey,Meter_v2,21,1,10.2
90,2026-08-28,Monterrey,Meter_v2,21,1,8.1
90,2026-08-29,Monterrey,Meter_v2,21,1,8.2
90,2026-08-30,Monterrey,Meter_v2,21,1,8.5
90,2026-08-31,Monterrey,Meter_v2,21,1,8.8
90,2026-09-01,Monterrey,Meter_v2,21,1,11.1
91,2026-08-12,Guadalajara,Meter_v2,30,1,14.4
91,2026-08-13,Guadalajara,Meter_v2,30,1,11.7
91,2026-08-14,Guadalajara,Meter_v2,30,1,7.9
91,2026-08-15,Guadalajara,Meter_v2,30,1,8.9
91,2026-08-16,Guadalajara,Meter_v2,30,1,8.1
91,2026-08-17,Guadalajara,Meter_v2,30,1,7.1
91,2026-08-18,Guadalajara,Meter_v2,30,1,14.8
91,2026-08-19,Guadalajara,Meter_v2,30,1,7.2
91,2026-08-20,Guadalajara,Meter_v2,30,1,6.5
91,2026-08-21,Guadalajara,Meter_v2,30,1,6.7
91,2026-08-22,Guadalajara,Meter_v2,30,1,12.8
91,2026-08-23,Guadalajara,Meter_v2,30,1,14.3
91,2026-08-24,Guadalajara,Meter_v2,30,1,11.8
91,2026-08-25,Guadalajara,Meter_v2,30,1,6.6
91,2026-08-26,Guadalajara,Meter_v2,30,1,7.8
91,2026-08-27,Guadalajara,Meter_v2,30,1,8.3
91,2026-08-28,Guadalajara,Meter_v2,30,1,12.6
91,2026-08-29,Guadalajara,Meter_v2,30,1,14.0
91,2026-08-30,Guadalajara,Meter_v2,30,1,14.7
91,2026-08-31,Guadalajara,Meter_v2,30,1,11.1
91,2026-09-01,Guadalajara,Meter_v2,30,1,10.1
92,2026-08-12,Monterrey,Meter_v3,51,1,14.3
92,2026-08-13,Monterrey,Meter_v3,51,1,13.0
92,2026-08-14,Monterrey,Meter_v3,51,1,9.6
92,2026-08-15,Monterrey,Meter_v3,51,1,11.3
92,2026-08-16,Monterrey,Meter_v3,51,0,1.0
92,2026-08-17,Monterrey,Meter_v3,51,1,13.7
92,2026-08-18,Monterrey,Meter_v3,51,1,9.7
92,2026-08-19,Monterrey,Meter_v3,51,1,10.2
92,2026-08-20,Monterrey,Meter_v3,51,1,10.4
92,2026-08-21,Monterrey,Meter_v3,51,1,10.0
92,2026-08-22,Monterrey,Meter_v3,51,1,15.0
92,2026-08-23,Monterrey,Meter_v3,51,1,11.1
92,2026-08-24,Monterrey,Meter_v3,51,1,12.9
92,2026-08-25,Monterrey,Meter_v3,51,0,0.4
92,2026-08-26,Monterrey,Meter_v3,51,0,1.9
92,2026-08-27,Monterrey,Meter_v3,51,1,13.7
92,2026-08-28,Monterrey,Meter_v3,51,1,10.1
92,2026-08-29,Monterrey,Meter_v3,51,0,1.4
92,2026-08-30,Monterrey,Meter_v3,51,0,2.0
92,2026-08-31,Monterrey,Meter_v3,51,0,0.6
92,2026-09-01,Monterrey,Meter_v3,51,0,2.4
93,2026-08-12,Tijuana,Meter_v2,1,1,14.0
93,2026-08-13,Tijuana,Meter_v2,1,0,0.1
93,2026-08-14,Tijuana,Meter_v2,1,1,10.9
93,2026-08-15,Tijuana,Meter_v2,1,1,12.2
93,2026-08-16,Tijuana,Meter_v2,1,1,14.2
93,2026-08-17,Tijuana,Meter_v2,1,1,8.5
93,2026-08-18,Tijuana,Meter_v2,1,1,14.4
93,2026-08-19,Tijuana,Meter_v2,1,1,9.9
93,2026-08-20,Tijuana,Meter_v2,1,1,14.7
93,2026-08-21,Tijuana,Meter_v2,1,1,13.5
93,2026-08-22,Tijuana,Meter_v2,1,1,6.1
93,2026-08-23,Tijuana,Meter_v2,1,1,11.0
93,2026-08-24,Tijuana,Meter_v2,1,1,9.2
93,2026-08-25,Tijuana,Meter_v2,1,1,10.0
93,2026-08-26,Tijuana,Meter_v2,1,1,6.9
93,2026-08-27,Tijuana,Meter_v2,1,1,13.2
93,2026-08-28,Tijuana,Meter_v2,1,1,14.7
93,2026-08-29,Tijuana,Meter_v2,1,1,7.9
93,2026-08-30,Tijuana,Meter_v2,1,1,14.8
93,2026-08-31,Tijuana,Meter_v2,1,1,7.7
93,2026-09-01,Tijuana,Meter_v2,1,1,11.4
94,2026-08-12,Tijuana,Meter_Audio_v1,38,1,12.1
94,2026-08-13,Tijuana,Meter_Audio_v1,38,1,11.0
94,2026-08-14,Tijuana,Meter_Audio_v1,38,1,11.4
94,2026-08-15,Tijuana,Meter_Audio_v1,38,1,9.9
94,2026-08-16,Tijuana,Meter_Audio_v1,38,1,12.8
94,2026-08-17,Tijuana,Meter_Audio_v1,38,1,8.4
94,2026-08-18,Tijuana,Meter_Audio_v1,38,1,8.9
94,2026-08-19,Tijuana,Meter_Audio_v1,38,1,7.6
94,2026-08-20,Tijuana,Meter_Audio_v1,38,1,10.5
94,2026-08-21,Tijuana,Meter_Audio_v1,38,1,13.0
94,2026-08-22,Tijuana,Meter_Audio_v1,38,1,13.0
94,2026-08-23,Tijuana,Meter_Audio_v1,38,1,9.1
94,2026-08-24,Tijuana,Meter_Audio_v1,38,1,12.6
94,2026-08-25,Tijuana,Meter_Audio_v1,38,1,8.0
94,2026-08-26,Tijuana,Meter_Audio_v1,38,1,12.4
94,2026-08-27,Tijuana,Meter_Audio_v1,38,1,14.2
94,2026-08-28,Tijuana,Meter_Audio_v1,38,1,7.8
94,2026-08-29,Tijuana,Meter_Audio_v1,38,1,13.8
94,2026-08-30,Tijuana,Meter_Audio_v1,38,1,12.4
94,2026-08-31,Tijuana,Meter_Audio_v1,38,1,13.9
94,2026-09-01,Tijuana,Meter_Audio_v1,38,1,6.4
95,2026-08-12,Tijuana,Meter_v2,6,1,8.2
95,2026-08-13,Tijuana,Meter_v2,6,1,7.2
95,2026-08-14,Tijuana,Meter_v2,6,1,14.9
95,2026-08-15,Tijuana,Meter_v2,6,1,7.6
95,2026-08-16,Tijuana,Meter_v2,6,1,12.0
95,2026-08-17,Tijuana,Meter_v2,6,1,9.0
95,2026-08-18,Tijuana,Meter_v2,6,1,12.7
95,2026-08-19,Tijuana,Meter_v2,6,1,6.3
95,2026-08-20,Tijuana,Meter_v2,6,1,9.0
95,2026-08-21,Tijuana,Meter_v2,6,1,14.8
95,2026-08-22,Tijuana,Meter_v2,6,1,11.3
95,2026-08-23,Tijuana,Meter_v2,6,1,13.4
95,2026-08-24,Tijuana,Meter_v2,6,1,12.7
95,2026-08-25,Tijuana,Meter_v2,6,1,14.3
95,2026-08-26,Tijuana,Meter_v2,6,1,12.6
95,2026-08-27,Tijuana,Meter_v2,6,0,2.4
95,2026-08-28,Tijuana,Meter_v2,6,1,14.0
95,2026-08-29,Tijuana,Meter_v2,6,1,13.5
95,2026-08-30,Tijuana,Meter_v2,6,1,6.4
95,2026-08-31,Tijuana,Meter_v2,6,0,2.9
95,2026-09-01,Tijuana,Meter_v2,6,1,11.9
96,2026-08-12,Guadalajara,Meter_v2,12,1,9.1
96,2026-08-13,Guadalajara,Meter_v2,12,0,1.7
96,2026-08-14,Guadalajara,Meter_v2,12,1,9.0
96,2026-08-15,Guadalajara,Meter_v2,12,1,8.8
96,2026-08-16,Guadalajara,Meter_v2,12,1,10.2
96,2026-08-17,Guadalajara,Meter_v2,12,1,14.5
96,2026-08-18,Guadalajara,Meter_v2,12,1,6.4
96,2026-08-19,Guadalajara,Meter_v2,12,1,7.1
96,2026-08-20,Guadalajara,Meter_v2,12,1,8.1
96,2026-08-21,Guadalajara,Meter_v2,12,1,13.5
96,2026-08-22,Guadalajara,Meter_v2,12,1,8.8
96,2026-08-23,Guadalajara,Meter_v2,12,1,8.2
96,2026-08-24,Guadalajara,Meter_v2,12,1,9.8
96,2026-08-25,Guadalajara,Meter_v2,12,1,10.9
96,2026-08-26,Guadalajara,Meter_v2,12,1,8.3
96,2026-08-27,Guadalajara,Meter_v2,12,1,14.5
96,2026-08-28,Guadalajara,Meter_v2,12,1,12.5
96,2026-08-29,Guadalajara,Meter_v2,12,1,10.9
96,2026-08-30,Guadalajara,Meter_v2,12,1,10.6
96,2026-08-31,Guadalajara,Meter_v2,12,1,15.0
96,2026-09-01,Guadalajara,Meter_v2,12,1,7.6
97,2026-08-12,Guadalajara,Meter_v2,29,0,0.6
97,2026-08-13,Guadalajara,Meter_v2,29,1,8.2
97,2026-08-14,Guadalajara,Meter_v2,29,1,8.2
97,2026-08-15,Guadalajara,Meter_v2,29,0,0.4
97,2026-08-16,Guadalajara,Meter_v2,29,1,13.3
97,2026-08-17,Guadalajara,Meter_v2,29,1,14.4
97,2026-08-18,Guadalajara,Meter_v2,29,1,6.6
97,2026-08-19,Guadalajara,Meter_v2,29,1,8.0
97,2026-08-20,Guadalajara,Meter_v2,29,1,6.8
97,2026-08-21,Guadalajara,Meter_v2,29,1,9.5
97,2026-08-22,Guadalajara,Meter_v2,29,1,12.7
97,2026-08-23,Guadalajara,Meter_v2,29,1,9.5
97,2026-08-24,Guadalajara,Meter_v2,29,1,8.2
97,2026-08-25,Guadalajara,Meter_v2,29,1,7.7
97,2026-08-26,Guadalajara,Meter_v2,29,0,0.5
97,2026-08-27,Guadalajara,Meter_v2,29,1,9.7
97,2026-08-28,Guadalajara,Meter_v2,29,1,11.1
97,2026-08-29,Guadalajara,Meter_v2,29,1,12.9
97,2026-08-30,Guadalajara,Meter_v2,29,1,10.8
97,2026-08-31,Guadalajara,Meter_v2,29,1,9.6
97,2026-09-01,Guadalajara,Meter_v2,29,1,6.7
98,2026-08-12,CDMX,Meter_Audio_v1,23,1,11.8
98,2026-08-13,CDMX,Meter_Audio_v1,23,1,8.9
98,2026-08-14,CDMX,Meter_Audio_v1,23,1,9.2
98,2026-08-15,CDMX,Meter_Audio_v1,23,1,7.6
98,2026-08-16,CDMX,Meter_Audio_v1,23,1,11.3
98,2026-08-17,CDMX,Meter_Audio_v1,23,1,7.9
98,2026-08-18,CDMX,Meter_Audio_v1,23,1,6.4
98,2026-08-19,CDMX,Meter_Audio_v1,23,1,10.8
98,2026-08-20,CDMX,Meter_Audio_v1,23,0,1.5
98,2026-08-21,CDMX,Meter_Audio_v1,23,1,7.8
98,2026-08-22,CDMX,Meter_Audio_v1,23,1,11.9
98,2026-08-23,CDMX,Meter_Audio_v1,23,1,8.9
98,2026-08-24,CDMX,Meter_Audio_v1,23,1,13.2
98,2026-08-25,CDMX,Meter_Audio_v1,23,1,13.6
98,2026-08-26,CDMX,Meter_Audio_v1,23,1,9.1
98,2026-08-27,CDMX,Meter_Audio_v1,23,0,1.5
98,2026-08-28,CDMX,Meter_Audio_v1,23,0,2.1
98,2026-08-29,CDMX,Meter_Audio_v1,23,1,9.1
98,2026-08-30,CDMX,Meter_Audio_v1,23,1,9.4
98,2026-08-31,CDMX,Meter_Audio_v1,23,1,13.1
98,2026-09-01,CDMX,Meter_Audio_v1,23,0,2.8
99,2026-08-12,Puebla,Meter_v3,3,1,7.2
99,2026-08-13,Puebla,Meter_v3,3,1,8.1
99,2026-08-14,Puebla,Meter_v3,3,1,7.5
99,2026-08-15,Puebla,Meter_v3,3,1,13.9
99,2026-08-16,Puebla,Meter_v3,3,1,10.9
99,2026-08-17,Puebla,Meter_v3,3,1,6.8
99,2026-08-18,Puebla,Meter_v3,3,1,14.3
99,2026-08-19,Puebla,Meter_v3,3,1,14.5
99,2026-08-20,Puebla,Meter_v3,3,1,14.2
99,2026-08-21,Puebla,Meter_v3,3,1,13.6
99,2026-08-22,Puebla,Meter_v3,3,1,8.0
99,2026-08-23,Puebla,Meter_v3,3,1,12.6
99,2026-08-24,Puebla,Meter_v3,3,1,7.3
99,2026-08-25,Puebla,Meter_v3,3,1,9.0
99,2026-08-26,Puebla,Meter_v3,3,1,14.6
99,2026-08-27,Puebla,Meter_v3,3,1,8.6
99,2026-08-28,Puebla,Meter_v3,3,1,8.1
99,2026-08-29,Puebla,Meter_v3,3,1,9.2
99,2026-08-30,Puebla,Meter_v3,3,1,11.3
99,2026-08-31,Puebla,Meter_v3,3,1,11.1
99,2026-09-01,Puebla,Meter_v3,3,1,6.2
100,2026-08-12,CDMX,Meter_v3,20,1,8.8
100,2026-08-13,CDMX,Meter_v3,20,1,8.2
100,2026-08-14,CDMX,Meter_v3,20,1,9.6
100,2026-08-15,CDMX,Meter_v3,20,0,0.5
100,2026-08-16,CDMX,Meter_v3,20,1,6.4
100,2026-08-17,CDMX,Meter_v3,20,1,11.6
100,2026-08-18,CDMX,Meter_v3,20,1,10.2
100,2026-08-19,CDMX,Meter_v3,20,1,11.6
100,2026-08-20,CDMX,Meter_v3,20,1,10.8
100,2026-08-21,CDMX,Meter_v3,20,1,10.2
100,2026-08-22,CDMX,Meter_v3,20,1,8.1
100,2026-08-23,CDMX,Meter_v3,20,1,7.9
100,2026-08-24,CDMX,Meter_v3,20,1,13.9
100,2026-08-25,CDMX,Meter_v3,20,1,7.6
100,2026-08-26,CDMX,Meter_v3,20,1,11.3
100,2026-08-27,CDMX,Meter_v3,20,1,14.4
100,2026-08-28,CDMX,Meter_v3,20,1,14.3
100,2026-08-29,CDMX,Meter_v3,20,0,0.7
100,2026-08-30,CDMX,Meter_v3,20,1,8.3
100,2026-08-31,CDMX,Meter_v3,20,1,14.2
100,2026-09-01,CDMX,Meter_v3,20,1,10.2
101,2026-08-12,Guadalajara,Meter_v3,2,1,14.2
101,2026-08-13,Guadalajara,Meter_v3,2,1,14.2
101,2026-08-14,Guadalajara,Meter_v3,2,1,7.0
101,2026-08-15,Guadalajara,Meter_v3,2,1,11.5
101,2026-08-16,Guadalajara,Meter_v3,2,1,14.7
101,2026-08-17,Guadalajara,Meter_v3,2,1,12.5
101,2026-08-18,Guadalajara,Meter_v3,2,1,7.3
101,2026-08-19,Guadalajara,Meter_v3,2,0,1.3
101,2026-08-20,Guadalajara,Meter_v3,2,1,10.3
101,2026-08-21,Guadalajara,Meter_v3,2,1,12.4
101,2026-08-22,Guadalajara,Meter_v3,2,1,7.5
101,2026-08-23,Guadalajara,Meter_v3,2,1,14.7
101,2026-08-24,Guadalajara,Meter_v3,2,1,6.3
101,2026-08-25,Guadalajara,Meter_v3,2,1,9.8
101,2026-08-26,Guadalajara,Meter_v3,2,1,14.3
101,2026-08-27,Guadalajara,Meter_v3,2,1,6.3
101,2026-08-28,Guadalajara,Meter_v3,2,1,8.5
101,2026-08-29,Guadalajara,Meter_v3,2,1,7.5
101,2026-08-30,Guadalajara,Meter_v3,2,1,6.5
101,2026-08-31,Guadalajara,Meter_v3,2,1,13.4
101,2026-09-01,Guadalajara,Meter_v3,2,1,12.5
102,2026-08-12,Tijuana,Meter_v3,8,1,12.7
102,2026-08-13,Tijuana,Meter_v3,8,1,12.0
102,2026-08-14,Tijuana,Meter_v3,8,1,8.2
102,2026-08-15,Tijuana,Meter_v3,8,1,10.5
102,2026-08-16,Tijuana,Meter_v3,8,1,12.1
102,2026-08-17,Tijuana,Meter_v3,8,1,8.1
102,2026-08-18,Tijuana,Meter_v3,8,1,7.7
102,2026-08-19,Tijuana,Meter_v3,8,1,14.9
102,2026-08-20,Tijuana,Meter_v3,8,1,13.7
102,2026-08-21,Tijuana,Meter_v3,8,1,13.5
102,2026-08-22,Tijuana,Meter_v3,8,1,13.5
